RES,POW,TotalFlow
1206006,1206006,375
1206006,1206008,35
1206006,1206009,35
1206006,1209034,40
1206008,1206004,55
1206008,1206006,40
1206008,1206008,140
1206009,1206001,70
1206009,1206004,405
1206009,1206006,105
1206009,1206008,150
1206009,1206009,1485
1206009,1208001,25
1206009,1208002,30
1206009,1209034,1395
1207001,1205008,30
1207001,1205016,305
1207001,1206004,20
1207001,1207001,4675
1207001,1207004,900
1207001,1207011,425
1207001,1207012,1080
1207001,1207016,195
1207001,1207021,60
1207001,1207024,150
1207001,1208002,20
1207001,1208004,50
1207001,1209034,190
1207004,1207001,215
1207004,1207004,270
1207004,1207011,35
1207004,1207012,140
1207004,1209034,20
1207011,1205016,30
1207011,1207001,670
1207011,1207004,60
1207011,1207011,980
1207011,1207012,635
1207011,1207016,220
1207011,1207021,20
1207011,1207024,300
1207011,1208002,30
1207011,1208004,20
1207011,1209034,125
1207012,1207001,315
1207012,1207004,90
1207012,1207011,425
1207012,1207012,920
1207012,1207016,195
1207012,1207024,180
1207012,1208004,20
1207012,1209034,100
1207016,1207001,435
1207016,1207004,70
1207016,1207011,805
1207016,1207012,1080
1207016,1207016,645
1207016,1207024,545
1207016,1208002,105
1207016,1208004,45
1207016,1209034,140
1207021,1207001,180
1207021,1207011,405
1207021,1207012,170
1207021,1207016,110
1207021,1207021,150
1207021,1207024,420
1207021,1208001,40
1207021,1208002,75
1207021,1208004,115
1207021,1209034,155
1207024,1205016,25
1207024,1207001,35
1207024,1207011,180
1207024,1207012,180
1207024,1207016,80
1207024,1207021,40
1207024,1207024,705
1207024,1208002,20
1207024,1209034,75
1208001,1204010,80
1208001,1207001,70
1208001,1207011,155
1208001,1207012,130
1208001,1207016,75
1208001,1207021,45
1208001,1207024,105
1208001,1208001,625
1208001,1208002,1740
1208001,1208004,205
1208001,1208008,105
1208001,1209034,1765
1208001,6106097,50
1208002,1207012,20
1208002,1207024,35
1208002,1208001,135
1208002,1208002,570
1208002,1208004,35
1208002,1208008,25
1208002,1209034,230
1208004,1208002,55
1208004,1208004,155
1208004,1209034,90
1208008,1205004,20
1208008,1208001,35
1208008,1208002,120
1208008,1208008,3415
1208008,1209034,4465
1208008,1210001,140
1208008,1210002,50
1208008,1210006,305
1208008,1210008,45
1208014,1218006,175
1209019,1209034,50
1209034,1001519,90
1209034,1102075,25
1209034,1203006,20
1209034,1205009,125
1209034,1206001,30
1209034,1206004,125
1209034,1206006,40
1209034,1206009,115
1209034,1207001,80
1209034,1207011,30
1209034,1207012,190
1209034,1207016,85
1209034,1207024,45
1209034,1208002,130
1209034,1208008,2995
1209034,1209019,90
1209034,1209034,166950
1209034,1210001,45
1209034,1210002,95
1209034,1210006,235
1209034,1210008,65
1209034,1211011,65
1209034,1212006,25
1209034,1214002,100
1209034,1217030,120
1209034,1307009,25
1209034,1307022,50
1209034,1310032,30
1209034,2466023,40
1209034,3506008,80
1209034,3510010,40
1209034,3520005,100
1209034,3521005,45
1209034,3530016,40
1209034,3543021,40
1209034,4706027,20
1209034,4806016,90
1209034,4811061,70
1209034,4816037,205
1209034,5915022,70
1209034,5917040,25
1210001,1208008,270
1210001,1209034,495
1210001,1210001,740
1210001,1210002,120
1210001,1210003,80
1210001,1210006,2665
1210001,1210008,515
1210001,1212014,30
1210001,1217030,20
1210002,1208008,120
1210002,1209034,110
1210002,1210001,45
1210002,1210002,280
1210002,1210006,115
1210002,1210008,25
1210003,1210003,115
1210003,1210006,25
1210003,1210008,20
1210006,1208008,105
1210006,1209034,115
1210006,1210001,450
1210006,1210003,55
1210006,1210006,2800
1210006,1210008,550
1210006,1212014,20
1210006,3532042,25
1210008,1208008,50
1210008,1209034,300
1210008,1210001,755
1210008,1210003,70
1210008,1210006,3555
1210008,1210008,2300
1210008,1211011,20
1210008,1212009,30
1210008,1212014,80
1210008,3532042,120
1211009,1211009,110
1211009,1211011,1325
1211009,1211012,115
1211009,1307001,25
1211009,1307009,30
1211009,1307022,85
1211009,1307045,35
1211011,1209034,35
1211011,1211001,40
1211011,1211006,30
1211011,1211009,75
1211011,1211011,2690
1211011,1211012,75
1211011,1307009,70
1211011,1307022,120
1212001,1209034,85
1212001,1210006,150
1212001,1210008,65
1212001,1212001,265
1212001,1212004,675
1212001,1212006,240
1212001,1212009,185
1212001,1212011,25
1212001,1212014,465
1212001,1212016,55
1212006,1209034,40
1212006,1210001,20
1212006,1210006,40
1212006,1210008,60
1212006,1212001,20
1212006,1212004,185
1212006,1212006,550
1212006,1212008,25
1212006,1212009,360
1212006,1212011,105
1212006,1212014,865
1212006,1212016,45
1212006,1214002,55
1212008,1209034,55
1212008,1210006,20
1212008,1210008,40
1212008,1212004,60
1212008,1212006,155
1212008,1212008,105
1212008,1212009,210
1212008,1212011,30
1212008,1212014,520
1212008,1212016,20
1212009,1209034,25
1212009,1212004,70
1212009,1212006,260
1212009,1212008,45
1212009,1212009,600
1212009,1212011,20
1212009,1212014,580
1212009,1212016,30
1212009,1214002,40
1212011,1209034,80
1212011,1210006,35
1212011,1212004,215
1212011,1212006,365
1212011,1212009,285
1212011,1212011,450
1212011,1212014,1570
1212011,1212016,65
1212011,1214002,210
1212011,1215001,40
1212011,4816037,70
1212014,1209034,20
1212014,1210006,25
1212014,1212004,190
1212014,1212006,420
1212014,1212008,20
1212014,1212009,460
1212014,1212011,45
1212014,1212014,2020
1212014,1212016,70
1212014,1214002,85
1212016,1212006,150
1212016,1212009,145
1212016,1212014,525
1212016,1212016,140
1212016,1213001,25
1212019,1212019,55
1213001,1209034,40
1213001,1213001,185
1213001,1213004,60
1213001,1214002,155
1213004,1209034,35
1213004,1213001,20
1213004,1213004,600
1213004,1213006,45
1213004,1213008,70
1213004,1214002,220
1213004,1215002,25
1213006,1213004,20
1213006,1213006,75
1213008,1213004,45
1213008,1213008,55
1213008,1215002,80
1214001,1209034,30
1214001,1212009,30
1214001,1212014,25
1214001,1213004,50
1214001,1214001,75
1214001,1214002,2810
1214001,1214006,35
1214001,1215002,45
1214001,4816037,20
1214002,1209034,35
1214002,1212014,25
1214002,1214001,20
1214002,1214002,1735
1214006,1213004,50
1214006,1213008,70
1214006,1214002,1450
1214006,1214006,150
1214006,1215001,50
1214006,1215002,265
1214006,1216006,25
1214010,1214010,55
1215002,1213004,25
1215002,1214002,65
1215002,1215001,80
1215002,1215002,850
1215002,1216006,270
1215006,1215001,25
1215006,1215002,145
1215006,1215006,875
1215006,1215011,85
1215006,1216006,95
1215006,1218001,65
1215006,4816037,30
1215008,1215006,30
1215008,1215008,85
1215011,1215002,75
1215011,1215006,250
1215011,1215011,1120
1215011,1216006,40
1215011,1218001,45
1216001,1213008,30
1216001,1215002,100
1216001,1216001,650
1216001,1216006,195
1216001,1217030,75
1216006,1213004,70
1216006,1213008,40
1216006,1215002,325
1216006,1215006,20
1216006,1216001,130
1216006,1216006,675
1216014,1216014,60
1217008,1217008,160
1217008,1217030,25
1217020,1217008,30
1217020,1217020,425
1217020,1217030,40
1217030,1202004,45
1217030,1209034,295
1217030,1215002,25
1217030,1217008,135
1217030,1217020,90
1217030,1217030,29895
1217030,1218001,265
1217030,4706027,75
1217030,4811061,40
1217030,4816037,565
1218001,1215002,40
1218001,1215006,20
1218001,1217030,205
1218001,1218001,750
1218001,1218006,25
1218003,1218003,55
1218006,1218001,40
1218006,1218006,690
1301006,1209034,80
1301006,1301006,25895
1301006,1301016,110
1301006,1302008,185
1301006,1302012,70
1301006,1302018,35
1301006,1302037,25
1301006,1305007,50
1301006,1305015,85
1301006,1305022,55
1301006,1305045,325
1301006,1305057,270
1301006,1307022,35
1301006,1310032,130
1301016,1301006,390
1301016,1301016,55
1301016,1302008,25
1302008,1301006,115
1302008,1301016,60
1302008,1302008,40
1302011,1301006,95
1302011,1302008,55
1302011,1302011,130
1302011,1302012,235
1302011,1302018,220
1302011,1302037,35
1302012,1301006,45
1302012,1302012,150
1302012,1302018,50
1302016,1301006,45
1302016,1302008,25
1302016,1302011,25
1302016,1302012,145
1302016,1302016,60
1302016,1302018,285
1302016,1302026,20
1302016,1302037,45
1302018,1301006,60
1302018,1302008,25
1302018,1302012,90
1302018,1302016,20
1302018,1302018,420
1302018,1302026,35
1302018,1302037,25
1302026,1302018,45
1302026,1302026,330
1302026,1302037,130
1302028,1302026,35
1302028,1302037,130
1302034,1302026,30
1302034,1302037,580
1302037,1301006,35
1302037,1302018,75
1302037,1302026,125
1302037,1302037,1075
1302039,1302008,30
1302039,1302026,55
1302039,1302037,165
1302042,1301006,75
1302042,1302018,20
1302042,1302026,35
1302042,1302037,405
1302042,1302042,20
1302052,1302052,525
1303001,1301006,25
1303001,1303006,25
1303001,1303012,85
1303001,1310032,125
1303005,1310032,110
1303006,1303006,90
1303006,1303008,25
1303006,1303012,40
1303006,1310032,90
1303008,1303008,270
1303008,1303012,1220
1303008,1304005,60
1303008,1310018,25
1303008,1310032,1715
1303011,1303008,40
1303011,1303011,75
1303011,1303012,1280
1303011,1304005,95
1303011,1310032,600
1303012,1301006,20
1303012,1303008,30
1303012,1303011,55
1303012,1303012,2900
1303012,1304005,410
1303012,1307022,30
1303012,1310032,710
1303013,1303012,55
1303016,1303012,145
1303016,1310032,470
1304014,1301006,20
1304014,1305022,35
1304021,1303012,30
1304021,1310032,65
1304022,1303012,110
1304022,1304025,45
1304022,1310032,190
1304024,1304025,215
1304024,1310032,95
1304025,1304025,150
1304025,1310032,50
1305001,1301006,30
1305006,1301006,585
1305006,1305006,60
1305006,1305007,145
1305006,1305045,90
1305006,1305057,90
1305007,1301006,1035
1305007,1305007,355
1305007,1305022,80
1305007,1305045,100
1305007,1305057,90
1305007,1310032,45
1305008,1301006,100
1305014,1301006,670
1305014,1305007,130
1305014,1305014,70
1305014,1305045,65
1305014,1305057,60
1305015,1301006,1855
1305015,1302008,50
1305015,1305015,350
1305015,1305045,20
1305015,1310032,45
1305016,1301006,270
1305016,1305007,45
1305016,1305016,20
1305016,1305022,35
1305018,1301006,110
1305018,1305007,35
1305018,1305018,60
1305018,1305022,145
1305021,1301006,85
1305021,1305021,45
1305021,1305022,690
1305021,1305023,50
1305021,1305026,125
1305021,1307022,50
1305022,1301006,90
1305022,1305021,25
1305022,1305022,1055
1305022,1305023,65
1305022,1305026,60
1305022,1307022,55
1305023,1301006,45
1305023,1305022,295
1305023,1305023,70
1305023,1305026,80
1305024,1305022,65
1305024,1305026,25
1305026,1305022,290
1305026,1305026,125
1305026,1307022,85
1305028,1305022,50
1305028,1305028,70
1305028,1307022,85
1305028,1307029,35
1305031,1301006,160
1305031,1305021,60
1305031,1305022,680
1305031,1305023,55
1305031,1305026,30
1305031,1305031,70
1305034,1301006,150
1305034,1305007,30
1305034,1305018,30
1305034,1305022,150
1305034,1305034,85
1305045,1301006,3725
1305045,1301016,25
1305045,1302008,45
1305045,1305007,35
1305045,1305045,675
1305045,1305057,395
1305045,1310032,65
1305057,1301006,5520
1305057,1301016,60
1305057,1302008,130
1305057,1305007,60
1305057,1305022,90
1305057,1305045,695
1305057,1305057,825
1305057,1307022,85
1305057,1310032,55
1306001,1306003,25
1306001,1307022,135
1306003,1306003,50
1306003,1307022,20
1306006,1306006,35
1306011,1306011,30
1306011,1306020,55
1306011,1306025,55
1306011,1307022,315
1306011,1307045,50
1306014,1306014,55
1306014,1306020,175
1306014,1307012,30
1306014,1307022,1170
1306014,1307028,85
1306014,1307045,125
1306020,1301006,40
1306020,1305022,25
1306020,1306020,2090
1306020,1306025,20
1306020,1307009,25
1306020,1307012,20
1306020,1307022,5600
1306020,1307045,610
1306020,1307052,130
1306025,1306020,65
1306025,1306025,125
1306025,1307022,170
1306025,1307045,25
1307005,1306020,25
1307005,1307005,175
1307005,1307007,345
1307005,1307009,30
1307005,1307012,30
1307005,1307016,170
1307005,1307022,780
1307005,1307045,85
1307005,1307052,425
1307005,1310032,20
1307009,1211011,125
1307009,1306020,20
1307009,1307009,1480
1307009,1307011,40
1307009,1307012,60
1307009,1307022,315
1307009,1307045,70
1307011,1307012,65
1307011,1307022,60
1307012,1307009,40
1307012,1307012,50
1307012,1307022,25
1307013,1307009,90
1307013,1307012,60
1307013,1307013,475
1307013,1307016,20
1307013,1307022,1005
1307013,1307045,400
1307013,1307052,45
1307016,1306020,35
1307016,1307016,225
1307016,1307019,55
1307016,1307022,915
1307016,1307045,235
1307016,1307052,340
1307016,1308001,25
1307019,1306020,95
1307019,1307009,20
1307019,1307012,55
1307019,1307019,180
1307019,1307022,3005
1307019,1307028,25
1307019,1307045,540
1307019,1307052,60
1307019,1308001,25
1307022,1209034,55
1307022,1211011,70
1307022,1301006,60
1307022,1305022,30
1307022,1306020,1195
1307022,1307009,55
1307022,1307012,115
1307022,1307013,25
1307022,1307016,75
1307022,1307019,200
1307022,1307022,24520
1307022,1307028,115
1307022,1307029,40
1307022,1307045,3645
1307022,1307052,300
1307022,1308005,20
1307022,1309050,20
1307022,1310032,85
1307022,4816037,20
1307024,1305022,35
1307024,1305028,50
1307024,1306020,20
1307024,1307022,525
1307024,1307024,85
1307024,1307028,185
1307024,1307029,160
1307024,1307045,135
1307028,1306020,40
1307028,1307019,25
1307028,1307022,510
1307028,1307024,20
1307028,1307028,160
1307028,1307045,65
1307029,1305022,30
1307029,1307022,145
1307029,1307028,50
1307029,1307029,190
1307029,1307045,30
1307045,1211011,55
1307045,1306020,195
1307045,1307007,25
1307045,1307009,85
1307045,1307012,120
1307045,1307013,105
1307045,1307019,45
1307045,1307022,6295
1307045,1307045,3525
1307045,1307052,320
1307045,1308001,20
1307045,1308005,50
1307045,1310032,20
1307045,4816037,30
1307052,1306020,30
1307052,1307005,35
1307052,1307007,35
1307052,1307016,140
1307052,1307022,805
1307052,1307045,135
1307052,1307052,840
1308001,1306020,65
1308001,1307016,65
1308001,1307022,935
1308001,1307045,255
1308001,1307052,340
1308001,1308001,295
1308001,1308004,25
1308001,1308005,205
1308001,1308007,90
1308001,1308017,20
1308004,1307022,320
1308004,1307045,95
1308004,1308001,20
1308004,1308004,85
1308004,1308005,370
1308004,1308007,55
1308004,1308016,35
1308004,1308018,35
1308005,1307022,185
1308005,1307045,20
1308005,1308001,30
1308005,1308004,25
1308005,1308005,310
1308007,1307022,230
1308007,1307045,35
1308007,1307052,45
1308007,1308001,30
1308007,1308005,80
