RES,POW,TotalFlow
2454008,2455015,25
2454008,2455023,45
2454008,2457035,20
2454008,2457040,35
2454008,2458033,25
2454008,2458227,30
2454008,2466023,60
2454017,2454017,295
2454017,2454048,410
2454017,2455023,25
2454017,2457033,40
2454017,2457035,20
2454017,2457040,25
2454017,2458227,25
2454017,2459010,20
2454017,2466023,40
2454025,2454025,110
2454025,2454048,270
2454025,2455037,20
2454025,2457033,30
2454025,2457035,90
2454025,2457040,90
2454025,2458033,40
2454025,2458037,30
2454025,2458227,70
2454025,2466023,90
2454030,2449058,25
2454030,2454025,95
2454030,2454030,25
2454030,2454048,350
2454030,2455048,20
2454030,2457033,25
2454030,2457035,70
2454030,2457040,65
2454030,2457045,20
2454030,2458033,75
2454030,2458037,45
2454030,2458227,85
2454030,2459010,30
2454030,2466023,115
2454035,2454035,170
2454035,2454048,515
2454035,2457033,20
2454035,2457040,35
2454035,2458033,25
2454035,2458227,35
2454035,2459010,20
2454035,2466023,35
2454048,2423027,45
2454048,2437067,20
2454048,2439062,20
2454048,2443027,35
2454048,2446080,25
2454048,2447017,210
2454048,2448028,90
2454048,2448038,45
2454048,2449048,40
2454048,2449058,235
2454048,2453052,45
2454048,2454008,260
2454048,2454017,380
2454048,2454025,80
2454048,2454030,75
2454048,2454035,125
2454048,2454048,16430
2454048,2454060,160
2454048,2454065,40
2454048,2454072,75
2454048,2454090,70
2454048,2454095,70
2454048,2454100,20
2454048,2454105,35
2454048,2454110,40
2454048,2454120,20
2454048,2455008,20
2454048,2455023,60
2454048,2455037,50
2454048,2455048,35
2454048,2456083,45
2454048,2457005,30
2454048,2457020,65
2454048,2457025,20
2454048,2457030,35
2454048,2457033,85
2454048,2457035,330
2454048,2457040,370
2454048,2457045,120
2454048,2457050,25
2454048,2457068,30
2454048,2458007,120
2454048,2458033,300
2454048,2458037,175
2454048,2458227,410
2454048,2459010,145
2454048,2459015,20
2454048,2459020,40
2454048,2465005,50
2454048,2466023,725
2454048,2466087,25
2454060,2447017,30
2454060,2454008,20
2454060,2454017,20
2454060,2454048,635
2454060,2454060,195
2454060,2458227,20
2454060,2466023,25
2454065,2447017,105
2454065,2447055,25
2454065,2448028,25
2454065,2448038,20
2454065,2454048,260
2454065,2454065,95
2454072,2447017,30
2454072,2448028,25
2454072,2448038,40
2454072,2449058,50
2454072,2454008,20
2454072,2454048,705
2454072,2454060,20
2454072,2454072,195
2454072,2454095,45
2454072,2454100,30
2454072,2457040,25
2454072,2458033,30
2454072,2466023,40
2454090,2454048,295
2454090,2454090,75
2454090,2466023,40
2454095,2448028,25
2454095,2449058,55
2454095,2454048,290
2454095,2454095,205
2454100,2449058,25
2454100,2454048,230
2454100,2454095,35
2454100,2454100,115
2454105,2454048,145
2454105,2454105,25
2454110,2454048,175
2454110,2454110,100
2454110,2454115,25
2454110,2457035,20
2454115,2454048,60
2454115,2454115,80
2454115,2457035,20
2454120,2453052,20
2454120,2454048,100
2454120,2454120,30
2454125,2454048,45
2454125,2454125,35
2455008,2446078,45
2455008,2446080,25
2455008,2446112,70
2455008,2447017,165
2455008,2454048,30
2455008,2455008,385
2455008,2455015,25
2455008,2455023,65
2455008,2455037,20
2455008,2456083,70
2455008,2458227,30
2455008,2466023,35
2455015,2446078,40
2455015,2446080,25
2455015,2447017,415
2455015,2454008,50
2455015,2454048,50
2455015,2455008,75
2455015,2455015,255
2455015,2455023,55
2455015,2455037,55
2455015,2456083,30
2455015,2458007,20
2455015,2466023,55
2455023,2446078,25
2455023,2446080,20
2455023,2446112,30
2455023,2447017,230
2455023,2454008,30
2455023,2454017,40
2455023,2454048,105
2455023,2455008,115
2455023,2455015,35
2455023,2455023,770
2455023,2455037,280
2455023,2455048,175
2455023,2455057,30
2455023,2456083,90
2455023,2457005,55
2455023,2457010,25
2455023,2457033,25
2455023,2457035,20
2455023,2458007,35
2455023,2458033,40
2455023,2458037,20
2455023,2458227,145
2455023,2466023,90
2455023,2467025,20
2455030,2454048,20
2455030,2455023,25
2455030,2455030,55
2455030,2455048,75
2455030,2455057,20
2455030,2456083,100
2455030,2457005,45
2455030,2458007,25
2455030,2458033,20
2455030,2458037,20
2455030,2458227,45
2455030,2466023,70
2455037,2447017,40
2455037,2454017,45
2455037,2454048,75
2455037,2455023,100
2455037,2455037,330
2455037,2455048,105
2455037,2455057,25
2455037,2456083,35
2455037,2457005,35
2455037,2457033,25
2455037,2458007,30
2455037,2458033,35
2455037,2458227,90
2455037,2466023,80
2455048,2446078,25
2455048,2447017,100
2455048,2454017,35
2455048,2454048,120
2455048,2455023,105
2455048,2455037,115
2455048,2455048,1135
2455048,2455057,240
2455048,2455065,60
2455048,2456083,315
2455048,2456097,20
2455048,2457005,390
2455048,2457010,55
2455048,2457020,35
2455048,2457030,20
2455048,2457033,45
2455048,2457035,20
2455048,2457040,55
2455048,2458007,150
2455048,2458012,35
2455048,2458033,165
2455048,2458037,115
2455048,2458227,500
2455048,2459010,50
2455048,2466023,545
2455048,2467020,20
2455057,2447017,20
2455057,2454048,35
2455057,2455048,85
2455057,2455057,360
2455057,2456083,210
2455057,2457005,275
2455057,2457010,25
2455057,2457035,20
2455057,2457040,35
2455057,2458007,95
2455057,2458033,60
2455057,2458037,40
2455057,2458227,240
2455057,2459010,30
2455057,2466023,370
2455065,2447017,20
2455065,2454048,35
2455065,2455037,25
2455065,2455048,70
2455065,2455057,135
2455065,2455065,155
2455065,2456083,95
2455065,2457005,230
2455065,2457010,35
2455065,2457020,25
2455065,2457035,55
2455065,2457040,60
2455065,2457045,20
2455065,2458007,65
2455065,2458033,70
2455065,2458037,80
2455065,2458227,275
2455065,2459010,25
2455065,2466023,285
2455065,2466087,25
2456005,2446035,25
2456005,2456005,70
2456005,2456042,20
2456005,2456083,140
2456005,2466023,95
2456010,2456023,35
2456010,2456083,90
2456010,2458227,20
2456010,2466023,50
2456010,2468025,20
2456015,2456015,35
2456015,2456023,45
2456015,2456083,105
2456015,2458007,25
2456015,2466023,40
2456015,2468005,20
2456015,2468030,25
2456015,2468055,20
2456023,2456023,255
2456023,2456035,30
2456023,2456083,125
2456023,2458227,45
2456023,2466023,95
2456023,2467025,20
2456023,2467035,20
2456023,2468005,100
2456023,2468015,25
2456023,2468030,75
2456023,2468050,20
2456030,2456030,35
2456030,2456083,45
2456030,2468030,25
2456035,2456023,60
2456035,2456035,135
2456035,2456083,200
2456035,2458227,45
2456035,2466023,85
2456035,2468005,25
2456035,2468030,60
2456042,2456023,20
2456042,2456042,60
2456042,2456083,205
2456042,2466023,20
2456050,2446025,25
2456050,2456050,40
2456050,2456083,75
2456055,2446112,20
2456055,2454048,20
2456055,2455048,20
2456055,2456055,155
2456055,2456083,510
2456055,2456097,35
2456055,2457005,25
2456055,2458037,25
2456055,2458227,35
2456055,2466023,40
2456060,2456060,95
2456060,2456083,405
2456060,2456097,20
2456060,2458227,30
2456060,2466023,95
2456065,2456023,30
2456065,2456065,70
2456065,2456083,460
2456065,2457005,20
2456065,2466023,75
2456065,2468030,40
2456083,2423027,55
2456083,2443027,45
2456083,2446017,30
2456083,2446035,60
2456083,2446040,25
2456083,2446078,140
2456083,2446080,65
2456083,2446105,30
2456083,2446112,115
2456083,2447017,170
2456083,2449058,20
2456083,2453052,30
2456083,2454017,35
2456083,2454048,140
2456083,2455008,55
2456083,2455023,85
2456083,2455030,25
2456083,2455037,90
2456083,2455048,335
2456083,2455057,220
2456083,2455065,65
2456083,2456015,20
2456083,2456023,95
2456083,2456035,65
2456083,2456042,80
2456083,2456055,60
2456083,2456060,50
2456083,2456065,95
2456083,2456083,22840
2456083,2456097,185
2456083,2456105,45
2456083,2457005,965
2456083,2457010,105
2456083,2457020,65
2456083,2457033,50
2456083,2457035,70
2456083,2457040,120
2456083,2457045,25
2456083,2458007,1440
2456083,2458012,150
2456083,2458033,770
2456083,2458037,430
2456083,2458227,2305
2456083,2459010,130
2456083,2459015,20
2456083,2459020,105
2456083,2465005,100
2456083,2466007,30
2456083,2466023,5135
2456083,2466032,75
2456083,2466058,25
2456083,2466072,55
2456083,2466087,145
2456083,2466097,40
2456083,2467015,470
2456083,2467020,400
2456083,2467025,120
2456083,2467030,110
2456083,2467035,145
2456083,2467045,20
2456083,2467050,150
2456083,2468005,35
2456083,2468025,40
2456083,2468030,255
2456083,2468035,30
2456083,2468040,45
2456083,2468055,40
2456083,2470022,25
2456083,2470052,40
2456083,2472005,20
2456083,2473005,20
2456097,2446080,25
2456097,2455023,25
2456097,2455048,50
2456097,2456083,500
2456097,2456097,190
2456097,2457005,55
2456097,2458037,20
2456097,2458227,70
2456097,2466023,70
2456105,2446112,35
2456105,2447017,30
2456105,2454048,20
2456105,2455008,35
2456105,2455023,55
2456105,2455048,25
2456105,2456083,75
2456105,2456105,120
2456105,2458007,20
2456105,2458227,20
2456105,2466023,35
2457005,2443027,25
2457005,2446078,20
2457005,2446080,20
2457005,2447017,55
2457005,2454048,165
2457005,2455023,30
2457005,2455037,25
2457005,2455048,165
2457005,2455057,300
2457005,2455065,35
2457005,2456083,780
2457005,2457005,2535
2457005,2457010,95
2457005,2457020,85
2457005,2457025,25
2457005,2457035,50
2457005,2457040,205
2457005,2457045,35
2457005,2458007,790
2457005,2458012,110
2457005,2458033,465
2457005,2458037,545
2457005,2458227,2120
2457005,2459010,105
2457005,2459020,80
2457005,2465005,45
2457005,2466023,3775
2457005,2466032,55
2457005,2466072,30
2457005,2466087,95
2457005,2466097,20
2457005,2467015,105
2457005,2467020,70
2457005,2467025,50
2457005,2467030,45
2457005,2467035,30
2457005,2467050,45
2457010,2447017,25
2457010,2454048,45
2457010,2455048,40
2457010,2455057,50
2457010,2456083,240
2457010,2457005,440
2457010,2457010,185
2457010,2457020,40
2457010,2457035,30
2457010,2457040,45
2457010,2458007,280
2457010,2458012,65
2457010,2458033,160
2457010,2458037,210
2457010,2458227,815
2457010,2459010,25
2457010,2459020,35
2457010,2465005,30
2457010,2466023,1130
2457010,2466087,35
2457010,2467015,35
2457010,2467020,25
2457010,2467030,25
2457020,2454048,190
2457020,2455037,20
2457020,2455048,20
2457020,2455057,30
2457020,2456083,105
2457020,2457005,105
2457020,2457010,45
2457020,2457020,985
2457020,2457025,65
2457020,2457035,90
2457020,2457040,245
2457020,2457045,60
2457020,2458007,245
2457020,2458012,60
2457020,2458033,485
2457020,2458037,795
2457020,2458227,1240
2457020,2459010,210
2457020,2459020,65
2457020,2465005,40
2457020,2466023,2390
2457020,2466032,25
2457020,2466072,30
2457020,2466087,55
2457020,2467015,30
2457020,2467020,30
2457025,2454048,150
2457025,2456083,20
2457025,2457005,40
2457025,2457020,85
2457025,2457025,170
2457025,2457035,95
2457025,2457040,350
2457025,2457045,85
2457025,2458007,40
2457025,2458012,30
2457025,2458033,120
2457025,2458037,135
2457025,2458227,290
2457025,2459010,90
2457025,2459020,25
2457025,2466023,555
2457025,2467015,20
2457030,2446078,25
2457030,2454025,25
2457030,2454048,345
2457030,2455037,20
2457030,2455057,25
2457030,2455065,20
2457030,2456083,105
2457030,2457005,75
2457030,2457020,45
2457030,2457025,35
2457030,2457030,225
2457030,2457033,35
2457030,2457035,360
2457030,2457040,460
2457030,2457045,30
2457030,2458007,85
2457030,2458012,25
2457030,2458033,215
2457030,2458037,155
2457030,2458227,405
2457030,2459010,80
2457030,2459020,45
2457030,2459035,20
2457030,2465005,20
2457030,2466023,725
2457033,2454017,35
2457033,2454048,110
2457033,2455037,35
2457033,2455048,50
2457033,2457033,360
2457033,2457035,80
2457033,2457040,85
2457033,2458033,70
2457033,2458037,30
2457033,2458227,35
2457033,2459010,25
2457033,2466023,175
2457035,2423027,20
2457035,2447017,25
2457035,2448028,30
2457035,2449058,75
2457035,2454008,30
2457035,2454030,20
2457035,2454048,700
2457035,2455037,25
2457035,2455048,35
2457035,2455057,35
2457035,2455065,20
2457035,2456083,95
2457035,2457005,130
2457035,2457010,20
2457035,2457020,80
2457035,2457025,95
2457035,2457030,80
2457035,2457033,75
2457035,2457035,1235
2457035,2457040,715
2457035,2457045,175
2457035,2457050,20
2457035,2457057,20
2457035,2458007,165
2457035,2458012,50
2457035,2458033,340
2457035,2458037,245
2457035,2458227,810
2457035,2459010,145
2457035,2459015,20
2457035,2459020,85
2457035,2465005,50
2457035,2466023,1670
2457035,2466032,30
2457035,2466087,20
2457035,2467015,20
2457035,2467020,30
2457040,2423027,20
2457040,2449058,25
2457040,2453052,25
2457040,2454025,25
2457040,2454030,20
2457040,2454048,720
2457040,2455048,25
2457040,2455065,25
2457040,2456083,90
2457040,2457005,80
2457040,2457020,125
2457040,2457025,200
2457040,2457030,55
2457040,2457033,35
2457040,2457035,535
2457040,2457040,2095
2457040,2457045,230
2457040,2457050,45
2457040,2458007,160
2457040,2458012,65
2457040,2458033,700
2457040,2458037,470
2457040,2458227,1225
2457040,2459010,320
2457040,2459015,45
2457040,2459020,80
2457040,2459035,25
2457040,2465005,40
2457040,2466007,20
2457040,2466023,1885
2457040,2466032,25
2457040,2466087,50
2457040,2467020,25
2457040,2467025,20
2457045,2454048,75
2457045,2457020,40
2457045,2457025,20
2457045,2457035,30
2457045,2457040,155
2457045,2457045,65
2457045,2458007,20
2457045,2458033,60
2457045,2458037,70
2457045,2458227,140
2457045,2459010,85
2457045,2466023,195
2457050,2454048,30
2457050,2457025,20
2457050,2457035,45
2457050,2457040,80
2457050,2457045,60
2457050,2457050,90
2457050,2458033,85
2457050,2458037,60
2457050,2458227,120
2457050,2459010,20
2457050,2459015,20
2457050,2466023,120
2457057,2454048,130
2457057,2457035,45
2457057,2457040,85
2457057,2457057,45
2457057,2458033,30
2457057,2458037,20
2457057,2458227,55
2457057,2459010,20
2457057,2466023,105
2457068,2454048,170
2457068,2457005,20
2457068,2457035,45
2457068,2457040,45
2457068,2457068,235
2457068,2458033,25
2457068,2458037,25
2457068,2458227,50
2457068,2459010,25
2457068,2466023,80
2457075,2453052,35
2457075,2454048,20
2457075,2457040,25
2457075,2457075,95
2457075,2458033,65
2457075,2458037,30
2457075,2458227,65
2457075,2459010,30
2457075,2459015,20
2457075,2459020,45
2457075,2459035,25
2457075,2466023,85
2458007,2423027,40
2458007,2443027,20
2458007,2446035,20
2458007,2446078,25
2458007,2447010,25
2458007,2447017,35
2458007,2449058,20
2458007,2453052,25
2458007,2454048,125
2458007,2455057,20
2458007,2456083,490
2458007,2457005,120
2458007,2457010,30
2458007,2457020,40
2458007,2457025,20
2458007,2457035,50
2458007,2457040,65
2458007,2457045,20
2458007,2458007,6795
2458007,2458012,650
2458007,2458033,830
2458007,2458037,450
2458007,2458227,4270
2458007,2459010,145
2458007,2459020,95
2458007,2459035,20
2458007,2464008,35
2458007,2465005,260
2458007,2466023,16300
2458007,2466032,315
2458007,2466058,45
2458007,2466072,225
2458007,2466087,360
2458007,2466097,140
2458007,2466102,35
2458007,2466112,25
2458007,2467015,365
2458007,2467020,305
2458007,2467025,150
2458007,2467030,100
2458007,2467035,115
2458007,2467050,155
2458007,2468025,25
2458007,2470052,35
2458007,2473005,25
2458007,2474005,40
2458007,2481017,20
2458007,3506008,25
2458007,3520005,25
2458007,3521005,20
2458012,2454048,35
2458012,2456083,80
2458012,2457040,35
2458012,2458007,440
2458012,2458012,950
2458012,2458033,205
2458012,2458037,55
2458012,2458227,1160
2458012,2459010,30
2458012,2459020,30
2458012,2465005,25
2458012,2466023,4505
2458012,2466032,80
2458012,2466058,20
2458012,2466087,60
2458012,2466097,25
2458012,2467015,60
2458012,3506008,20
2458033,2423027,20
2458033,2453052,55
2458033,2454048,215
2458033,2456083,85
2458033,2457005,45
2458033,2457020,25
2458033,2457035,40
2458033,2457040,75
2458033,2457045,35
2458033,2458007,440
2458033,2458012,170
2458033,2458033,4620
2458033,2458037,290
2458033,2458227,2625
2458033,2459010,230
2458033,2459015,25
2458033,2459020,535
2458033,2459025,20
2458033,2460013,45
2458033,2464008,45
2458033,2465005,200
2458033,2466007,30
2458033,2466023,7280
2458033,2466032,100
2458033,2466072,60
2458033,2466087,60
2458033,2466097,35
2458033,2467015,55
2458033,2467020,50
2458033,2467025,30
2458033,2467030,20
2458033,2468055,25
2458033,2473005,30
2458037,2437067,20
2458037,2449058,30
2458037,2453052,40
2458037,2454048,185
2458037,2456083,105
2458037,2457005,95
2458037,2457020,120
2458037,2457025,45
2458037,2457035,100
2458037,2457040,130
2458037,2457045,35
2458037,2458007,470
2458037,2458012,170
2458037,2458033,575
2458037,2458037,2310
2458037,2458227,1705
2458037,2459010,160
2458037,2459015,20
2458037,2459020,130
2458037,2465005,80
2458037,2466007,35
2458037,2466023,3805
2458037,2466032,60
2458037,2466072,20
2458037,2466087,60
2458037,2467015,55
2458037,2467020,40
2458037,2467025,25
2458037,2467035,20
2458037,2467050,45
2458037,3506008,20
2458227,2423027,80
2458227,2437067,45
2458227,2443027,60
2458227,2446078,35
2458227,2446080,20
2458227,2447017,75
2458227,2453052,135
2458227,2454008,20
2458227,2454048,495
2458227,2455023,45
2458227,2455037,20
2458227,2455048,80
2458227,2455057,70
2458227,2455065,50
2458227,2456083,795
2458227,2457005,620
2458227,2457010,130
2458227,2457020,240
2458227,2457025,75
2458227,2457033,25
2458227,2457035,155
2458227,2457040,395
2458227,2457045,110
2458227,2458007,6395
2458227,2458012,1945
2458227,2458033,7220
2458227,2458037,2930
2458227,2458227,34460
2458227,2459010,635
2458227,2459015,55
2458227,2459020,820
2458227,2459025,30
2458227,2459035,60
2458227,2460013,85
2458227,2464008,80
2458227,2464015,20
2458227,2465005,805
2458227,2466007,185
2458227,2466023,36245
2458227,2466032,420
2458227,2466047,20
2458227,2466058,80
2458227,2466062,20
2458227,2466072,340
2458227,2466087,735
2458227,2466097,200
2458227,2466102,35
2458227,2466112,35
2458227,2466117,35
2458227,2466142,70
2458227,2467010,25
2458227,2467015,510
2458227,2467020,490
2458227,2467025,325
2458227,2467030,140
2458227,2467035,105
2458227,2467040,35
2458227,2467045,30
2458227,2467050,225
2458227,2468025,45
2458227,2468030,40
2458227,2468055,50
2458227,2470052,45
2458227,2471083,25
2458227,2473005,65
2458227,2473015,30
2458227,2474005,60
2458227,2481017,30
2458227,3506008,50
2458227,3520005,30
2459010,2423027,20
2459010,2443027,20
2459010,2449058,20
2459010,2453052,40
2459010,2454048,385
2459010,2456083,120
2459010,2457005,95
2459010,2457020,55
2459010,2457025,20
2459010,2457035,110
2459010,2457040,275
2459010,2457045,105
2459010,2458007,405
2459010,2458012,60
2459010,2458033,1450
2459010,2458037,655
2459010,2458227,2060
2459010,2459010,2715
2459010,2459015,120
2459010,2459020,510
2459010,2459025,20
2459010,2459035,30
2459010,2465005,95
2459010,2466007,35
2459010,2466023,3640
2459010,2466032,20
2459010,2466072,30
2459010,2466087,65
2459010,2467015,40
2459010,2467020,65
2459010,2467025,20
2459015,2437067,20
2459015,2453052,25
2459015,2454048,140
2459015,2456083,30
2459015,2457020,25
2459015,2457035,75
2459015,2457040,140
2459015,2457045,60
2459015,2457050,30
2459015,2458007,85
2459015,2458012,50
2459015,2458033,960
2459015,2458037,225
2459015,2458227,980
2459015,2459010,580
2459015,2459015,680
2459015,2459020,320
2459015,2465005,40
2459015,2466023,1015
2459015,2466087,30
2459015,2467015,30
2459020,2453052,160
2459020,2454048,85
2459020,2456083,70
2459020,2457005,20
2459020,2457035,35
2459020,2457040,55
2459020,2457045,30
2459020,2458007,165
2459020,2458012,45
2459020,2458033,1625
2459020,2458037,185
2459020,2458227,1605
2459020,2459010,240
2459020,2459015,50
2459020,2459020,2620
2459020,2459025,100
2459020,2459035,65
2459020,2465005,85
2459020,2466007,30
2459020,2466023,2825
2459020,2466032,30
2459020,2466087,60
2459020,2467015,30
2459020,2467020,25
2459025,2453052,110
2459025,2454048,25
2459025,2457005,20
2459025,2457040,20
2459025,2457045,30
2459025,2458007,35
2459025,2458033,340
2459025,2458037,60
2459025,2458227,300
2459025,2459010,50
2459025,2459015,20
2459025,2459020,380
2459025,2459025,445
2459025,2459035,110
2459025,2466023,435
2459030,2458033,45
2459030,2458227,35
2459030,2459020,20
2459030,2459030,40
2459030,2466023,45
2459035,2453052,505
2459035,2454048,25
2459035,2457040,30
2459035,2458007,35
2459035,2458033,230
2459035,2458037,70
2459035,2458227,365
2459035,2459010,70
2459035,2459020,310
2459035,2459025,110
2459035,2459035,830
2459035,2465005,20
2459035,2466023,380
2459035,2466087,25
2460005,2458033,55
2460005,2458227,75
2460005,2460005,180
2460005,2460013,455
2460005,2460028,45
2460005,2461025,20
2460005,2464008,210
2460005,2464015,45
2460005,2465005,95
2460005,2466007,35
2460005,2466023,1030
2460013,2423027,75
2460013,2437067,60
2460013,2452007,125
2460013,2452017,60
2460013,2452035,40
2460013,2457005,30
2460013,2458007,65
2460013,2458012,20
2460013,2458033,355
2460013,2458037,35
2460013,2458227,390
2460013,2459020,75
2460013,2460005,365
2460013,2460013,9745
2460013,2460020,70
2460013,2460028,785
2460013,2460035,150
2460013,2460040,45
2460013,2461005,20
2460013,2461025,520
2460013,2461027,25
2460013,2461030,45
2460013,2461035,155
2460013,2462007,25
2460013,2462037,25
2460013,2463013,20
2460013,2463030,25
2460013,2463035,35
2460013,2463048,25
2460013,2464008,2240
2460013,2464015,395
2460013,2465005,1435
2460013,2466007,615
2460013,2466023,16600
2460013,2466032,55
2460013,2466072,95
2460013,2466087,215
2460013,2466097,65
2460013,2467020,25
2460013,2472005,125
2460013,2473005,80
2460013,2473010,50
2460013,2473015,120
2460013,2473020,60
2460013,2473035,30
2460013,2474005,100
2460013,2475017,65
2460020,2452007,35
2460020,2460005,30
2460020,2460013,330
2460020,2460020,135
2460020,2460028,145
2460020,2461025,40
2460020,2464008,100
2460020,2465005,45
2460020,2466007,20
2460020,2466023,490
2460020,2466087,20
2460028,2437067,35
2460028,2452007,105
2460028,2452017,55
2460028,2452035,50
2460028,2458033,60
2460028,2458227,95
2460028,2459020,20
2460028,2460005,85
2460028,2460013,1855
2460028,2460020,55
2460028,2460028,1885
2460028,2460035,110
2460028,2460040,40
2460028,2461005,30
2460028,2461013,20
2460028,2461025,360
2460028,2461027,20
2460028,2461030,40
2460028,2461035,105
2460028,2463013,20
2460028,2463035,25
2460028,2463060,20
2460028,2464008,595
2460028,2464015,115
2460028,2465005,340
2460028,2466007,110
2460028,2466023,2715
2460028,2466072,30
2460028,2466087,45
2460028,2472005,20
2460028,2473005,25
2460028,2473030,20
2460028,2474005,40
2460028,2475017,25
2460035,2452007,30
2460035,2460013,410
2460035,2460028,150
2460035,2460035,235
2460035,2460040,55
2460035,2461025,55
2460035,2461035,20
2460035,2463030,20
2460035,2464008,200
2460035,2464015,60
2460035,2465005,85
2460035,2466007,30
2460035,2466023,700
2460040,2460013,220
2460040,2460028,120
2460040,2460035,65
2460040,2460040,60
2460040,2461025,50
2460040,2463035,30
2460040,2464008,105
2460040,2464015,30
2460040,2465005,60
2460040,2466023,280
2461005,2452007,35
2461005,2452035,40
2461005,2460013,130
2461005,2460028,90
2461005,2461005,300
2461005,2461013,100
2461005,2461025,760
2461005,2461027,20
2461005,2461030,90
2461005,2461035,265
2461005,2462007,35
2461005,2463023,20
2461005,2464008,70
2461005,2465005,45
2461005,2466023,225
2461013,2452035,20
2461013,2460013,65
2461013,2461005,45
2461013,2461013,275
2461013,2461025,400
2461013,2461030,70
2461013,2461035,115
2461013,2462037,20
2461013,2463013,40
2461013,2463030,45
2461013,2463048,25
2461013,2463065,20
2461013,2465005,25
2461013,2466023,85
2461020,2461025,30
2461025,2423027,30
2461025,2437067,20
2461025,2452007,65
2461025,2452017,50
2461025,2452030,25
2461025,2452035,145
2461025,2452070,20
2461025,2452080,25
2461025,2453052,20
2461025,2458227,25
2461025,2460013,155
2461025,2460028,65
2461025,2461005,150
2461025,2461013,95
2461025,2461025,3405
2461025,2461027,80
2461025,2461030,325
2461025,2461035,755
2461025,2461040,65
2461025,2461050,35
2461025,2462007,125
2461025,2462015,20
2461025,2462037,85
2461025,2463013,60
2461025,2463030,80
2461025,2463035,30
2461025,2463048,40
2461025,2463060,45
2461025,2463065,30
2461025,2464008,125
2461025,2464015,20
2461025,2465005,70
2461025,2466023,400
2461027,2452017,25
2461027,2452035,90
2461027,2460013,40
2461027,2460028,20
2461027,2461005,20
2461027,2461013,25
2461027,2461025,445
2461027,2461027,200
2461027,2461030,50
2461027,2461035,125
2461027,2462007,20
2461027,2466023,70
2461030,2423027,20
2461030,2437067,30
2461030,2452007,60
2461030,2452017,25
2461030,2452035,40
2461030,2452085,20
2461030,2460013,55
2461030,2460028,50
2461030,2461005,60
2461030,2461013,60
2461030,2461025,1535
2461030,2461027,60
2461030,2461030,525
2461030,2461035,440
2461030,2461040,20
2461030,2462007,90
2461030,2462085,20
2461030,2463013,30
2461030,2463060,30
2461030,2464008,70
2461030,2464015,30
2461030,2465005,30
2461030,2466023,190
2461035,2452007,60
2461035,2452017,30
2461035,2452035,60
2461035,2452080,20
2461035,2460013,50
2461035,2460028,40
2461035,2461005,60
2461035,2461013,110
2461035,2461025,1820
2461035,2461027,30
2461035,2461030,195
2461035,2461035,1365
2461035,2461040,60
2461035,2462007,105
2461035,2462015,35
2461035,2462037,55
2461035,2463030,35
2461035,2463035,30
2461035,2463048,20
2461035,2463060,35
2461035,2463065,20
2461035,2464008,65
2461035,2465005,40
2461035,2466023,230
2461035,2474005,20
2461040,2452007,20
2461040,2452035,25
2461040,2452040,25
2461040,2460013,25
2461040,2461005,30
2461040,2461025,440
2461040,2461027,35
2461040,2461030,75
2461040,2461035,300
2461040,2461040,235
2461040,2461045,30
2461040,2461050,25
2461040,2462007,45
2461040,2462037,45
2461040,2462047,25
2461040,2463060,35
2461040,2464008,25
2461040,2466023,55
2461045,2452007,20
2461045,2452030,30
2461045,2452035,70
2461045,2460013,35
2461045,2461005,30
2461045,2461013,20
2461045,2461025,340
2461045,2461027,20
2461045,2461030,55
2461045,2461035,120
2461045,2461040,20
2461045,2461045,60
2461045,2462007,95
2461045,2462037,20
2461045,2466023,50
2461050,2452035,35
2461050,2460013,25
2461050,2461025,265
2461050,2461027,20
2461050,2461030,60
2461050,2461035,170
2461050,2461040,40
2461050,2461045,25
2461050,2461050,170
2461050,2462007,75
2461050,2462015,20
2461050,2462025,30
2461050,2462037,20
2461050,2466023,55
2462007,2452035,75
2462007,2452080,25
2462007,2452085,30
2462007,2460013,25
2462007,2461013,20
2462007,2461025,510
2462007,2461027,30
2462007,2461030,85
2462007,2461035,260
2462007,2461040,40
2462007,2461050,40
2462007,2462007,800
2462007,2462015,115
2462007,2464015,20
2462007,2466023,115
2462015,2452080,20
2462015,2460028,20
2462015,2461013,20
2462015,2461025,215
2462015,2461030,95
2462015,2461035,85
2462015,2461040,20
2462015,2462007,165
2462015,2462015,425
2462015,2462037,20
2462015,2462070,25
2462015,2466023,100
2462020,2461025,150
2462020,2461030,20
2462020,2461035,25
2462020,2462007,35
2462020,2462015,30
2462020,2462020,50
2462020,2462025,20
2462020,2462037,40
2462020,2466023,45
2462025,2461005,20
2462025,2461025,130
2462025,2461035,50
2462025,2462015,20
2462025,2462025,135
2462025,2462037,60
2462025,2463013,20
2462025,2463030,20
2462025,2466023,140
2462030,2452035,20
2462030,2461025,140
2462030,2461035,95
2462030,2461040,30
2462030,2462025,25
2462030,2462030,20
2462030,2462037,25
2462030,2466023,40
2462037,2458227,25
2462037,2460013,50
2462037,2461025,295
2462037,2461030,20
2462037,2461035,140
2462037,2462007,40
2462037,2462025,20
2462037,2462030,20
2462037,2462037,1240
2462037,2462047,100
2462037,2463013,20
2462037,2463023,20
2462037,2463030,70
2462037,2463035,30
2462037,2463048,25
2462037,2463060,125
2462037,2463065,25
2462037,2464008,125
2462037,2464015,45
2462037,2465005,160
2462037,2466023,490
2462037,2466087,25
2462037,2474005,25
